id,city,totalRent,actionLabel,floor,neighborhood,house_number,road,postcode,publicationDate,closingDate,dateAdded,url
5634,Amsterdam,1144,Middeninkomen,3e,,4-1,Holendrechtstraat,1078 TS,2023-07-10,2023-07-12,2023_07_12__09_36_56,https://aanbod.ymere.nl/aanbod/huurwoningen/details/?publicationID=5634
